L,seed,arm,per_event_site_records,time,event,site,mass_before,fresh_mass_added,mass_after,graph_distance_to_current_track,graph_distance_to_frozen_C256,occupancy_threshold,occupied_after,n_shell_preload_decisions,n_remote_halo_decisions,shell_preload_decision_fraction,remote_halo_mass_exactly_zero,engine_steps_since_injection,RECONSTRUCTIBLE_WITHOUT_ENGINE,proof_of_absence
32,980106,D1_LEGACY_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,1,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980106,D1_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",1,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,946,0,1.0,True,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980106,D2_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,978,72,0.9314285714285714,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980106,D2_REDESIGNED_Q020,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,975,26,0.974025974025974,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980106,D2_REDESIGNED_Q050,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,613,35,0.9459876543209876,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980106,D2_REDESIGNED_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,337,32,0.9132791327913279,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980106,DIRECT_INTERFACE_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,inside,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980107,SHAM,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,n/a,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980107,D1_LEGACY_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,1,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980107,D1_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",1,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,983,0,1.0,True,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980107,D2_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,810,74,0.916289592760181,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980107,D2_REDESIGNED_Q020,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,857,37,0.9586129753914989,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980107,D2_REDESIGNED_Q050,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,820,35,0.9590643274853801,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980107,D2_REDESIGNED_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,523,32,0.9423423423423424,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980107,DIRECT_INTERFACE_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,inside,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980108,SHAM,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,n/a,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980108,D1_LEGACY_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,1,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980108,D1_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",1,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,674,10,0.9853801169590644,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980108,D2_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,312,76,0.8041237113402062,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980108,D2_REDESIGNED_Q020,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,991,41,0.9602713178294574,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980108,D2_REDESIGNED_Q050,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,682,46,0.9368131868131868,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980108,D2_REDESIGNED_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,468,45,0.9122807017543859,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980108,DIRECT_INTERFACE_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,inside,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
